Trade #,Type,Date and time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
884,Exit long,08-09-2025 17:15,Close entry(s) order BUY DD,112142.23,0.78569,88053.17399,55.85,0.06,55.86,0.06,-137.61,-0.16,-11890.13,-11.89
884,Entry long,08-09-2025 16:15,BUY DD,112071.14,0.78569,88053.17399,55.85,0.06,55.86,0.06,-137.61,-0.16,-11890.13,-11.89
885,Exit short,08-09-2025 17:45,Margin call,112326.45,0.00408,457.991424,-0.3,-0.07,0.01,0,-0.3,-0.07,-11890.43,-11.89
885,Entry short,08-09-2025 17:45,SELL DD,112252.8,0.00408,457.991424,-0.3,-0.07,0.01,0,-0.3,-0.07,-11890.43,-11.89
886,Exit short,08-09-2025 20:15,BUY DD,112027.43,0.78084,87651.47635,175.98,0.2,218.66,0.25,-202.95,-0.23,-11714.45,-11.71
886,Entry short,08-09-2025 17:45,SELL DD,112252.8,0.78084,87651.47635,175.98,0.2,218.66,0.25,-202.95,-0.23,-11714.45,-11.71
887,Exit long,08-09-2025 21:15,Close entry(s) order BUY DD,111565.7,0.78807,88285.45676,-363.88,-0.41,52.59,0.06,-447.28,-0.51,-12078.33,-12.08
887,Entry long,08-09-2025 20:15,BUY DD,112027.43,0.78807,88285.45676,-363.88,-0.41,52.59,0.06,-447.28,-0.51,-12078.33,-12.08
888,Exit long,09-09-2025 02:45,SELL DD,112825.7,0.78935,87921.06302,1137.9,1.29,1188.66,1.35,-130.76,-0.15,-10940.43,-10.94
888,Entry long,08-09-2025 22:45,BUY DD,111384.13,0.78935,87921.06302,1137.9,1.29,1188.66,1.35,-130.76,-0.15,-10940.43,-10.94
889,Exit short,09-09-2025 02:45,Margin call,113156.65,0.01844,2080.505908,-6.1,-0.29,0.23,0.01,-6.1,-0.29,-10946.53,-10.95
889,Entry short,09-09-2025 02:45,SELL DD,112825.7,0.01844,2080.505908,-6.1,-0.29,0.23,0.01,-6.1,-0.29,-10946.53,-10.95
890,Exit short,09-09-2025 03:30,Close entry(s) order SELL DD,113232,0.77091,86978.46039,-313.22,-0.36,9.6,0.01,-327.1,-0.38,-11259.75,-11.26
890,Entry short,09-09-2025 02:45,SELL DD,112825.7,0.77091,86978.46039,-313.22,-0.36,9.6,0.01,-327.1,-0.38,-11259.75,-11.26
891,Exit long,09-09-2025 11:15,Close entry(s) order BUY DD,111395.26,0.78682,88739.86498,-1091.85,-1.23,131.45,0.15,-1166.8,-1.31,-12351.6,-12.35
891,Entry long,09-09-2025 08:30,BUY DD,112782.93,0.78682,88739.86498,-1091.85,-1.23,131.45,0.15,-1166.8,-1.31,-12351.6,-12.35
892,Exit long,09-09-2025 12:45,SELL DD,110986.69,0.7888,87647.71709,-101.42,-0.12,25.96,0.03,-258.14,-0.29,-12453.01,-12.45
892,Entry long,09-09-2025 12:15,BUY DD,111115.26,0.7888,87647.71709,-101.42,-0.12,25.96,0.03,-258.14,-0.29,-12453.01,-12.45
893,Exit short,09-09-2025 12:45,Margin call,110992.64,0.00028,31.0762732,-0.002,-0.01,0,0,-0.002,-0.01,-12453.01,-12.45
893,Entry short,09-09-2025 12:45,SELL DD,110986.69,0.00028,31.0762732,-0.002,-0.01,0,0,-0.002,-0.01,-12453.01,-12.45
894,Exit short,09-09-2025 13:00,Margin call,111193.39,0.01056,1172.019446,-2.18,-0.19,0.61,0.05,-2.18,-0.19,-12455.2,-12.46
894,Entry short,09-09-2025 12:45,SELL DD,110986.69,0.01056,1172.019446,-2.18,-0.19,0.61,0.05,-2.18,-0.19,-12455.2,-12.46
895,Exit short,09-09-2025 16:15,Close entry(s) order SELL DD,111209.72,0.77796,86343.20535,-173.51,-0.2,68.78,0.08,-312.23,-0.36,-12628.71,-12.63
895,Entry short,09-09-2025 12:45,SELL DD,110986.69,0.77796,86343.20535,-173.51,-0.2,68.78,0.08,-312.23,-0.36,-12628.71,-12.63
896,Exit short,09-09-2025 23:15,Margin call,111586.26,0.00596,664.41633,-0.64,-0.1,0.45,0.07,-0.64,-0.1,-12629.34,-12.63
896,Entry short,09-09-2025 23:15,SELL DD,111479.25,0.00596,664.41633,-0.64,-0.1,0.45,0.07,-0.64,-0.1,-12629.34,-12.63
897,Exit short,10-09-2025 02:15,Close entry(s) order SELL DD,111530.15,0.77778,86706.33107,-39.59,-0.05,83.09,0.1,-194.76,-0.22,-12668.93,-12.67
897,Entry short,09-09-2025 23:15,SELL DD,111479.25,0.77778,86706.33107,-39.59,-0.05,83.09,0.1,-194.76,-0.22,-12668.93,-12.67
898,Exit long,10-09-2025 13:00,Close entry(s) order BUY DD,113759.88,0.77752,87330.8598,1119.72,1.28,1549.89,1.77,-133.17,-0.15,-11549.21,-11.55
898,Entry long,10-09-2025 07:30,BUY DD,112319.76,0.77752,87330.8598,1119.72,1.28,1549.89,1.77,-133.17,-0.15,-11549.21,-11.55
899,Exit short,10-09-2025 13:45,Margin call,113787,0.00828,940.8955644,-1.26,-0.13,0.35,0.04,-1.26,-0.13,-11550.47,-11.55
899,Entry short,10-09-2025 13:45,SELL DD,113634.73,0.00828,940.8955644,-1.26,-0.13,0.35,0.04,-1.26,-0.13,-11550.47,-11.55
900,Exit short,10-09-2025 14:30,Close entry(s) order SELL DD,113390.27,0.77009,87508.96923,188.26,0.22,221.28,0.25,-201.93,-0.23,-11362.22,-11.36
900,Entry short,10-09-2025 13:45,SELL DD,113634.73,0.77009,87508.96923,188.26,0.22,221.28,0.25,-201.93,-0.23,-11362.22,-11.36
901,Exit short,10-09-2025 21:45,Margin call,113961.53,0.00292,332.6082356,-0.16,-0.05,0,0,-0.16,-0.05,-11362.37,-11.36
901,Entry short,10-09-2025 21:45,SELL DD,113906.93,0.00292,332.6082356,-0.16,-0.05,0,0,-0.16,-0.05,-11362.37,-11.36
902,Exit short,10-09-2025 22:15,BUY DD,113948.81,0.77523,88304.06934,-32.47,-0.04,67.39,0.08,-42.33,-0.05,-11394.84,-11.39
902,Entry short,10-09-2025 21:45,SELL DD,113906.93,0.77523,88304.06934,-32.47,-0.04,67.39,0.08,-42.33,-0.05,-11394.84,-11.39
903,Exit long,11-09-2025 03:15,SELL DD,114105.48,0.77758,88604.31568,121.82,0.14,397.22,0.45,-181.03,-0.2,-11273.02,-11.27
903,Entry long,10-09-2025 22:15,BUY DD,113948.81,0.77758,88604.31568,121.82,0.14,397.22,0.45,-181.03,-0.2,-11273.02,-11.27
904,Exit short,11-09-2025 03:15,Margin call,114121.61,0.00084,95.8486032,-0.01,-0.01,0,0,-0.01,-0.01,-11273.03,-11.27
904,Entry short,11-09-2025 03:15,SELL DD,114105.48,0.00084,95.8486032,-0.01,-0.01,0,0,-0.01,-0.01,-11273.03,-11.27
905,Exit short,11-09-2025 03:30,Margin call,114233.98,0.0036,410.779728,-0.46,-0.11,0.35,0.09,-0.46,-0.11,-11273.49,-11.27
905,Entry short,11-09-2025 03:15,SELL DD,114105.48,0.0036,410.779728,-0.46,-0.11,0.35,0.09,-0.46,-0.11,-11273.49,-11.27
906,Exit short,11-09-2025 06:45,Close entry(s) order SELL DD,114045.03,0.77314,88219.51081,46.74,0.05,254.73,0.29,-99.35,-0.11,-11226.76,-11.23
906,Entry short,11-09-2025 03:15,SELL DD,114105.48,0.77314,88219.51081,46.74,0.05,254.73,0.29,-99.35,-0.11,-11226.76,-11.23
907,Exit short,11-09-2025 08:00,Margin call,114484.36,0.02284,2605.211482,-9.61,-0.37,4.01,0.15,-9.61,-0.37,-11236.37,-11.24
907,Entry short,11-09-2025 07:15,SELL DD,114063.55,0.02284,2605.211482,-9.61,-0.37,4.01,0.15,-9.61,-0.37,-11236.37,-11.24
908,Exit short,11-09-2025 15:30,Close entry(s) order SELL DD,114335.77,0.75543,86167.02758,-205.64,-0.24,478.6,0.56,-492.14,-0.57,-11442.01,-11.44
908,Entry short,11-09-2025 07:15,SELL DD,114063.55,0.75543,86167.02758,-205.64,-0.24,478.6,0.56,-492.14,-0.57,-11442.01,-11.44
909,Exit short,11-09-2025 16:15,Margin call,114391.43,0.00396,452.6995572,-0.29,-0.06,0.28,0.06,-0.29,-0.06,-11442.3,-11.44
909,Entry short,11-09-2025 16:15,SELL DD,114318.07,0.00396,452.6995572,-0.29,-0.06,0.28,0.06,-0.29,-0.06,-11442.3,-11.44
910,Exit short,11-09-2025 17:00,BUY DD,114395.98,0.7707,88104.93655,-60.05,-0.07,55.51,0.06,-95.64,-0.11,-11502.35,-11.5
910,Entry short,11-09-2025 16:15,SELL DD,114318.07,0.7707,88104.93655,-60.05,-0.07,55.51,0.06,-95.64,-0.11,-11502.35,-11.5
911,Exit long,11-09-2025 17:30,SELL DD,114442.16,0.7736,88496.73013,35.72,0.04,48.26,0.05,0,0,-11466.62,-11.47
911,Entry long,11-09-2025 17:00,BUY DD,114395.98,0.7736,88496.73013,35.72,0.04,48.26,0.05,0,0,-11466.62,-11.47
912,Exit short,11-09-2025 17:30,Margin call,114517.6,0.00404,462.3463264,-0.3,-0.07,0,0,-0.3,-0.07,-11466.93,-11.47
912,Entry short,11-09-2025 17:30,SELL DD,114442.16,0.00404,462.3463264,-0.3,-0.07,0,0,-0.3,-0.07,-11466.93,-11.47
913,Exit short,11-09-2025 18:15,Margin call,115150,0.02176,2490.261402,-15.4,-0.62,0.14,0.01,-15.4,-0.62,-11482.33,-11.48
913,Entry short,11-09-2025 17:30,SELL DD,114442.16,0.02176,2490.261402,-15.4,-0.62,0.14,0.01,-15.4,-0.62,-11482.33,-11.48
914,Exit short,11-09-2025 19:00,Close entry(s) order SELL DD,115084.01,0.7478,85579.84725,-479.98,-0.56,4.88,0.01,-616.4,-0.72,-11962.31,-11.96
914,Entry short,11-09-2025 17:30,SELL DD,114442.16,0.7478,85579.84725,-479.98,-0.56,4.88,0.01,-616.4,-0.72,-11962.31,-11.96
915,Exit short,11-09-2025 21:15,Margin call,115964.62,0.01068,1236.3168,-2.19,-0.18,0.73,0.06,-2.19,-0.18,-11964.49,-11.96
915,Entry short,11-09-2025 21:15,SELL DD,115760,0.01068,1236.3168,-2.19,-0.18,0.73,0.06,-2.19,-0.18,-11964.49,-11.96
916,Exit short,11-09-2025 22:30,BUY DD,115520.67,0.74983,86800.3208,179.46,0.21,307.43,0.35,-153.43,-0.18,-11785.03,-11.79
916,Entry short,11-09-2025 21:15,SELL DD,115760,0.74983,86800.3208,179.46,0.21,307.43,0.35,-153.43,-0.18,-11785.03,-11.79
917,Exit long,12-09-2025 00:00,Close entry(s) order BUY DD,115194.14,0.76362,88213.89403,-249.34,-0.28,94.18,0.11,-362.89,-0.41,-12034.38,-12.03
917,Entry long,11-09-2025 22:30,BUY DD,115520.67,0.76362,88213.89403,-249.34,-0.28,94.18,0.11,-362.89,-0.41,-12034.38,-12.03
918,Exit long,12-09-2025 10:00,Close entry(s) order BUY DD,115166.46,0.76436,87965.60624,63.03,0.07,99.59,0.11,-262.18,-0.3,-11971.35,-11.97
918,Entry long,12-09-2025 04:45,BUY DD,115084,0.76436,87965.60624,63.03,0.07,99.59,0.11,-262.18,-0.3,-11971.35,-11.97
919,Exit short,12-09-2025 10:30,Margin call,115297.15,0.00396,456.2760708,-0.3,-0.07,0,0,-0.3,-0.07,-11971.65,-11.97
919,Entry short,12-09-2025 10:30,SELL DD,115221.23,0.00396,456.2760708,-0.3,-0.07,0,0,-0.3,-0.07,-11971.65,-11.97
920,Exit short,12-09-2025 13:00,Close entry(s) order SELL DD,115495.56,0.76003,87571.59144,-208.5,-0.24,270.52,0.31,-223.1,-0.25,-12180.15,-12.18
920,Entry short,12-09-2025 10:30,SELL DD,115221.23,0.76003,87571.59144,-208.5,-0.24,270.52,0.31,-223.1,-0.25,-12180.15,-12.18
921,Exit short,12-09-2025 14:00,Margin call,116061.04,0.0128,1482.434048,-3.15,-0.21,0.58,0.04,-3.15,-0.21,-12183.3,-12.18
921,Entry short,12-09-2025 14:00,SELL DD,115815.16,0.0128,1482.434048,-3.15,-0.21,0.58,0.04,-3.15,-0.21,-12183.3,-12.18
922,Exit short,12-09-2025 18:15,BUY DD,116031.1,0.74547,86336.72733,-160.98,-0.19,46.58,0.05,-634,-0.73,-12344.27,-12.34
922,Entry short,12-09-2025 14:00,SELL DD,115815.16,0.74547,86336.72733,-160.98,-0.19,46.58,0.05,-634,-0.73,-12344.27,-12.34
923,Exit long,12-09-2025 20:45,Close entry(s) order BUY DD,116197.02,0.75545,87655.6945,125.34,0.14,248.79,0.28,-98.33,-0.11,-12218.93,-12.22
923,Entry long,12-09-2025 18:15,BUY DD,116031.1,0.75545,87655.6945,125.34,0.14,248.79,0.28,-98.33,-0.11,-12218.93,-12.22
924,Exit short,12-09-2025 21:15,Margin call,116248,0.00496,576.11392,-0.48,-0.08,0,0,-0.48,-0.08,-12219.41,-12.22
924,Entry short,12-09-2025 21:15,SELL DD,116152,0.00496,576.11392,-0.48,-0.08,0,0,-0.48,-0.08,-12219.41,-12.22
925,Exit short,13-09-2025 03:45,Close entry(s) order SELL DD,115805.78,0.75078,87204.59856,259.94,0.3,432.25,0.5,-72.07,-0.08,-11959.47,-11.96
925,Entry short,12-09-2025 21:15,SELL DD,116152,0.75078,87204.59856,259.94,0.3,432.25,0.5,-72.07,-0.08,-11959.47,-11.96
926,Exit long,13-09-2025 06:00,Close entry(s) order BUY DD,116035.32,0.75989,88039.72316,134.36,0.15,150.2,0.17,0,0,-11825.11,-11.83
926,Entry long,13-09-2025 04:30,BUY DD,115858.51,0.75989,88039.72316,134.36,0.15,150.2,0.17,0,0,-11825.11,-11.83
927,Exit long,13-09-2025 10:30,Close entry(s) order BUY DD,115905.88,0.76116,88174.5479,48.37,0.05,81.95,0.09,-181.42,-0.21,-11776.74,-11.78
927,Entry long,13-09-2025 09:45,BUY DD,115842.33,0.76116,88174.5479,48.37,0.05,81.95,0.09,-181.42,-0.21,-11776.74,-11.78
928,Exit long,13-09-2025 17:15,Close entry(s) order BUY DD,115872.54,0.76167,88222.94126,33.7,0.04,124.14,0.14,-533.95,-0.61,-11743.05,-11.74
928,Entry long,13-09-2025 11:30,BUY DD,115828.3,0.76167,88222.94126,33.7,0.04,124.14,0.14,-533.95,-0.61,-11743.05,-11.74
929,Exit short,13-09-2025 20:45,Margin call,115935.61,0.00056,64.917412,-0.01,-0.01,0,0,-0.01,-0.01,-11743.05,-11.74
929,Entry short,13-09-2025 20:45,SELL DD,115923.95,0.00056,64.917412,-0.01,-0.01,0,0,-0.01,-0.01,-11743.05,-11.74
930,Exit short,13-09-2025 21:45,Margin call,115990.2,0.0012,139.10874,-0.08,-0.06,0.22,0.15,-0.08,-0.06,-11743.13,-11.74
930,Entry short,13-09-2025 20:45,SELL DD,115923.95,0.0012,139.10874,-0.08,-0.06,0.22,0.15,-0.08,-0.06,-11743.13,-11.74
931,Exit short,13-09-2025 22:00,Margin call,116109,0.0026,301.40227,-0.48,-0.16,0.47,0.15,-0.48,-0.16,-11743.61,-11.74
931,Entry short,13-09-2025 20:45,SELL DD,115923.95,0.0026,301.40227,-0.48,-0.16,0.47,0.15,-0.48,-0.16,-11743.61,-11.74
932,Exit short,14-09-2025 03:15,BUY DD,115737.01,0.75697,87750.95243,141.51,0.16,359.08,0.41,-140.08,-0.16,-11602.1,-11.6
932,Entry short,13-09-2025 20:45,SELL DD,115923.95,0.75697,87750.95243,141.51,0.16,359.08,0.41,-140.08,-0.16,-11602.1,-11.6
933,Exit long,14-09-2025 04:15,SELL DD,115793.99,0.76378,88397.6135,43.52,0.05,77.45,0.09,-0.01,0,-11558.59,-11.56
933,Entry long,14-09-2025 03:15,BUY DD,115737.01,0.76378,88397.6135,43.52,0.05,77.45,0.09,-0.01,0,-11558.59,-11.56
934,Exit short,14-09-2025 04:15,Margin call,115874.96,0.00424,490.9665176,-0.34,-0.07,0.05,0.01,-0.34,-0.07,-11558.93,-11.56
934,Entry short,14-09-2025 04:15,SELL DD,115793.99,0.00424,490.9665176,-0.34,-0.07,0.05,0.01,-0.34,-0.07,-11558.93,-11.56
935,Exit short,14-09-2025 05:15,Close entry(s) order SELL DD,115961.35,0.75954,87950.16716,-127.12,-0.14,9.84,0.01,-143.58,-0.16,-11686.05,-11.69
935,Entry short,14-09-2025 04:15,SELL DD,115793.99,0.75954,87950.16716,-127.12,-0.14,9.84,0.01,-143.58,-0.16,-11686.05,-11.69
936,Exit long,14-09-2025 13:00,SELL DD,115480,0.7641,88313.08103,-74.81,-0.08,0,0,-333.23,-0.38,-11760.86,-11.76
936,Entry long,14-09-2025 10:15,BUY DD,115577.91,0.7641,88313.08103,-74.81,-0.08,0,0,-333.23,-0.38,-11760.86,-11.76
937,Exit short,14-09-2025 13:00,Margin call,115502.28,0.00112,129.3376,-0.02,-0.02,0,0,-0.02,-0.02,-11760.88,-11.76
937,Entry short,14-09-2025 13:00,SELL DD,115480,0.00112,129.3376,-0.02,-0.02,0,0,-0.02,-0.02,-11760.88,-11.76
938,Exit short,14-09-2025 13:15,Margin call,115650,0.00444,512.7312,-0.75,-0.15,0.3,0.06,-0.75,-0.15,-11761.64,-11.76
938,Entry short,14-09-2025 13:00,SELL DD,115480,0.00444,512.7312,-0.75,-0.15,0.3,0.06,-0.75,-0.15,-11761.64,-11.76
939,Exit short,14-09-2025 14:00,Close entry(s) order SELL DD,115557.65,0.75854,87596.1992,-58.9,-0.07,50.47,0.06,-134.64,-0.15,-11820.54,-11.82
939,Entry short,14-09-2025 13:00,SELL DD,115480,0.75854,87596.1992,-58.9,-0.07,50.47,0.06,-134.64,-0.15,-11820.54,-11.82
940,Exit long,14-09-2025 20:15,Close entry(s) order BUY DD,115110.85,0.76419,88178.5162,-211.96,-0.24,534.28,0.61,-314.48,-0.36,-12032.49,-12.03
940,Entry long,14-09-2025 15:00,BUY DD,115388.21,0.76419,88178.5162,-211.96,-0.24,534.28,0.61,-314.48,-0.36,-12032.49,-12.03
941,Exit short,15-09-2025 02:00,Margin call,116757.99,0.01228,1430.854916,-2.93,-0.2,0.66,0.05,-2.93,-0.2,-12035.43,-12.04
941,Entry short,15-09-2025 02:00,SELL DD,116519.13,0.01228,1430.854916,-2.93,-0.2,0.66,0.05,-2.93,-0.2,-12035.43,-12.04
942,Exit short,15-09-2025 05:30,BUY DD,115089.83,0.74267,86535.26228,1061.5,1.23,1406.07,1.62,-177.39,-0.2,-10973.93,-10.97
942,Entry short,15-09-2025 02:00,SELL DD,116519.13,0.74267,86535.26228,1061.5,1.23,1406.07,1.62,-177.39,-0.2,-10973.93,-10.97
943,Exit long,15-09-2025 06:30,Close entry(s) order BUY DD,114781.12,0.77353,89025.4362,-238.8,-0.27,6.61,0.01,-285.54,-0.32,-11212.73,-11.21
943,Entry long,15-09-2025 05:30,BUY DD,115089.83,0.77353,89025.4362,-238.8,-0.27,6.61,0.01,-285.54,-0.32,-11212.73,-11.21
944,Exit short,15-09-2025 10:00,Margin call,114686.86,0.0012,137.596884,-0.03,-0.02,0,0,-0.03,-0.02,-11212.75,-11.21
944,Entry short,15-09-2025 10:00,SELL DD,114664.07,0.0012,137.596884,-0.03,-0.02,0,0,-0.03,-0.02,-11212.75,-11.21
945,Exit short,15-09-2025 10:15,Margin call,115029.81,0.01484,1701.614799,-5.43,-0.32,3.17,0.19,-5.43,-0.32,-11218.18,-11.22
945,Entry short,15-09-2025 10:00,SELL DD,114664.07,0.01484,1701.614799,-5.43,-0.32,3.17,0.19,-5.43,-0.32,-11218.18,-11.22
946,Exit short,15-09-2025 11:45,BUY DD,114694.26,0.75828,86947.471,-22.89,-0.03,196.88,0.23,-277.33,-0.32,-11241.07,-11.24
946,Entry short,15-09-2025 10:00,SELL DD,114664.07,0.75828,86947.471,-22.89,-0.03,196.88,0.23,-277.33,-0.32,-11241.07,-11.24
947,Exit long,15-09-2025 14:30,SELL DD,114942.34,0.77387,88758.44699,191.98,0.22,414.78,0.47,-90.36,-0.1,-11049.09,-11.05
947,Entry long,15-09-2025 11:45,BUY DD,114694.26,0.77387,88758.44699,191.98,0.22,414.78,0.47,-90.36,-0.1,-11049.09,-11.05
948,Exit short,15-09-2025 14:30,Margin call,115027.95,0.00456,524.1370704,-0.39,-0.07,0.17,0.03,-0.39,-0.07,-11049.48,-11.05
948,Entry short,15-09-2025 14:30,SELL DD,114942.34,0.00456,524.1370704,-0.39,-0.07,0.17,0.03,-0.39,-0.07,-11049.48,-11.05
949,Exit short,15-09-2025 14:45,Margin call,115360.54,0.00412,473.5624408,-1.72,-0.36,0.16,0.03,-1.72,-0.36,-11051.2,-11.05
949,Entry short,15-09-2025 14:30,SELL DD,114942.34,0.00412,473.5624408,-1.72,-0.36,0.16,0.03,-1.72,-0.36,-11051.2,-11.05
950,Exit short,15-09-2025 15:30,Close entry(s) order SELL DD,115100.72,0.76519,87952.72914,-121.19,-0.14,29.21,0.03,-444.24,-0.51,-11172.4,-11.17
950,Entry short,15-09-2025 14:30,SELL DD,114942.34,0.76519,87952.72914,-121.19,-0.14,29.21,0.03,-444.24,-0.51,-11172.4,-11.17
951,Exit long,15-09-2025 17:15,Close entry(s) order BUY DD,115310.72,0.77035,88827.34832,2.26,0,159.95,0.18,-82.97,-0.09,-11170.13,-11.17
951,Entry long,15-09-2025 16:00,BUY DD,115307.78,0.77035,88827.34832,2.26,0,159.95,0.18,-82.97,-0.09,-11170.13,-11.17
952,Exit short,15-09-2025 18:30,Margin call,115449.43,0.00044,50.7936,-0.004,-0.01,0,0,-0.004,-0.01,-11170.14,-11.17
952,Entry short,15-09-2025 18:30,SELL DD,115440,0.00044,50.7936,-0.004,-0.01,0,0,-0.004,-0.01,-11170.14,-11.17
953,Exit short,15-09-2025 19:15,Margin call,115476,0.00012,13.8528,-0.004,-0.03,0.03,0.19,-0.004,-0.03,-11170.14,-11.17
953,Entry short,15-09-2025 18:30,SELL DD,115440,0.00012,13.8528,-0.004,-0.03,0.03,0.19,-0.004,-0.03,-11170.14,-11.17
954,Exit short,15-09-2025 21:15,Margin call,115520,0.00196,226.2624,-0.16,-0.07,0.97,0.43,-0.16,-0.07,-11170.3,-11.17
954,Entry short,15-09-2025 18:30,SELL DD,115440,0.00196,226.2624,-0.16,-0.07,0.97,0.43,-0.16,-0.07,-11170.3,-11.17
955,Exit short,16-09-2025 00:45,BUY DD,115366.67,0.76696,88537.8624,56.24,0.06,391.15,0.44,-61.36,-0.07,-11114.06,-11.11
955,Entry short,15-09-2025 18:30,SELL DD,115440,0.76696,88537.8624,56.24,0.06,391.15,0.44,-61.36,-0.07,-11114.06,-11.11
956,Exit long,16-09-2025 04:45,SELL DD,115617.2,0.77046,88885.40457,193.02,0.22,495.37,0.56,-35.96,-0.04,-10921.03,-10.92
956,Entry long,16-09-2025 00:45,BUY DD,115366.67,0.77046,88885.40457,193.02,0.22,495.37,0.56,-35.96,-0.04,-10921.03,-10.92
957,Exit short,16-09-2025 04:45,Margin call,115752.22,0.00716,827.819152,-0.97,-0.12,0.12,0.01,-0.97,-0.12,-10922,-10.92
957,Entry short,16-09-2025 04:45,SELL DD,115617.2,0.00716,827.819152,-0.97,-0.12,0.12,0.01,-0.97,-0.12,-10922,-10.92
958,Exit short,16-09-2025 06:30,BUY DD,115511.04,0.7633,88250.60876,81.03,0.09,165.79,0.19,-103.06,-0.12,-10840.97,-10.84
958,Entry short,16-09-2025 04:45,SELL DD,115617.2,0.7633,88250.60876,81.03,0.09,165.79,0.19,-103.06,-0.12,-10840.97,-10.84
959,Exit long,16-09-2025 07:45,Close entry(s) order BUY DD,115346.59,0.77186,89158.35133,-126.93,-0.14,29.63,0.03,-235.33,-0.26,-10967.9,-10.97
959,Entry long,16-09-2025 06:30,BUY DD,115511.04,0.77186,89158.35133,-126.93,-0.14,29.63,0.03,-235.33,-0.26,-10967.9,-10.97
960,Exit short,16-09-2025 12:30,Margin call,115900,0.00216,250.25328,-0.09,-0.04,0,0,-0.09,-0.04,-10967.99,-10.97
960,Entry short,16-09-2025 12:30,SELL DD,115858,0.00216,250.25328,-0.09,-0.04,0,0,-0.09,-0.04,-10967.99,-10.97
961,Exit short,16-09-2025 12:45,Margin call,116068.92,0.00248,287.32784,-0.52,-0.18,0.19,0.07,-0.52,-0.18,-10968.51,-10.97
961,Entry short,16-09-2025 12:30,SELL DD,115858,0.00248,287.32784,-0.52,-0.18,0.19,0.07,-0.52,-0.18,-10968.51,-10.97
962,Exit short,16-09-2025 13:00,Margin call,116599,0.02036,2358.86888,-15.09,-0.64,1.56,0.07,-15.09,-0.64,-10983.6,-10.98
962,Entry short,16-09-2025 12:30,SELL DD,115858,0.02036,2358.86888,-15.09,-0.64,1.56,0.07,-15.09,-0.64,-10983.6,-10.98
963,Exit short,16-09-2025 14:00,Close entry(s) order SELL DD,116461.55,0.74345,86134.6301,-448.71,-0.52,56.87,0.07,-752.94,-0.87,-11432.31,-11.43
963,Entry short,16-09-2025 12:30,SELL DD,115858,0.74345,86134.6301,-448.71,-0.52,56.87,0.07,-752.94,-0.87,-11432.31,-11.43
964,Exit short,16-09-2025 15:45,Margin call,116820,0.01196,1394.4164,-2.75,-0.2,0.0001,0,-2.75,-0.2,-11435.06,-11.44
964,Entry short,16-09-2025 15:45,SELL DD,116590,0.01196,1394.4164,-2.75,-0.2,0.0001,0,-2.75,-0.2,-11435.06,-11.44
965,Exit short,16-09-2025 16:45,Close entry(s) order SELL DD,116874.08,0.74769,87173.1771,-212.4,-0.24,0.01,0,-238.39,-0.27,-11647.46,-11.65
965,Entry short,16-09-2025 15:45,SELL DD,116590,0.74769,87173.1771,-212.4,-0.24,0.01,0,-238.39,-0.27,-11647.46,-11.65
966,Exit short,16-09-2025 19:45,Margin call,116799.97,0.005,583.5159,-0.48,-0.08,0.36,0.06,-0.48,-0.08,-11647.95,-11.65
966,Entry short,16-09-2025 19:45,SELL DD,116703.18,0.005,583.5159,-0.48,-0.08,0.36,0.06,-0.48,-0.08,-11647.95,-11.65
967,Exit short,16-09-2025 20:15,BUY DD,116622.05,0.75207,87768.96058,61.02,0.07,61.02,0.07,-96.88,-0.11,-11586.93,-11.59
967,Entry short,16-09-2025 19:45,SELL DD,116703.18,0.75207,87768.96058,61.02,0.07,61.02,0.07,-96.88,-0.11,-11586.93,-11.59
968,Exit long,16-09-2025 23:15,SELL DD,116702.66,0.75811,88412.34233,61.11,0.07,345.02,0.39,-79.7,-0.09,-11525.82,-11.53
968,Entry long,16-09-2025 20:15,BUY DD,116622.05,0.75811,88412.34233,61.11,0.07,345.02,0.39,-79.7,-0.09,-11525.82,-11.53
969,Exit short,16-09-2025 23:15,Margin call,116756.04,0.00272,317.4312352,-0.15,-0.05,0,0,-0.15,-0.05,-11525.97,-11.53
969,Entry short,16-09-2025 23:15,SELL DD,116702.66,0.00272,317.4312352,-0.15,-0.05,0,0,-0.15,-0.05,-11525.97,-11.53
970,Exit short,17-09-2025 00:30,BUY DD,116320.79,0.75539,88156.02234,288.46,0.33,299.13,0.34,-40.32,-0.05,-11237.5,-11.24
970,Entry short,16-09-2025 23:15,SELL DD,116702.66,0.75539,88156.02234,288.46,0.33,299.13,0.34,-40.32,-0.05,-11237.5,-11.24
971,Exit long,17-09-2025 01:15,Close entry(s) order BUY DD,116559.15,0.76308,88762.06843,181.89,0.2,229.89,0.26,-122.53,-0.14,-11055.62,-11.06
971,Entry long,17-09-2025 00:30,BUY DD,116320.79,0.76308,88762.06843,181.89,0.2,229.89,0.26,-122.53,-0.14,-11055.62,-11.06
972,Exit short,17-09-2025 01:45,Margin call,117214,0.02728,3183.257915,-14.34,-0.45,2.48,0.08,-14.34,-0.45,-11069.96,-11.07
